	gene_symbol
1571	AURKAPS1
1572	AURKAPS2
1573	AURKB
1574	AURKBPS1
1575	AURKC
1576	AUTS1
1577	AUTS2
1578	AUTS3
1579	AUTS5
1580	AUTS6
1581	AVEN
1582	AVIL
1583	AVL9
1584	AVP
1585	AVPI1
1586	AVPR1A
1587	AVPR1B
1588	AVPR2
1589	AVSD1
1590	AWAT1
1591	AWAT2
1592	AXDND1
1593	AXIN1
1594	AXIN2
1595	AXL
1596	AZF1
1597	AZGP1
1598	AZGP1P1
1599	AZGP1P2
1600	AZI1
1601	AZI2
1602	AZIN1
1603	AZON
1604	AZU1
1605	Ano3
1606	B2M
1607	B2MR
1608	B3GALNT1
1609	B3GALNT2
1610	B3GALT1
1611	B3GALT2
1612	B3GALT4
1613	B3GALT5
1614	B3GALT6
1615	B3GALTL
1616	B3GAT1
1617	B3GAT2
1618	B3GAT3
1619	B3GAT3P1
1620	B3GNT1
1621	B3GNT2
1622	B3GNT3
1623	B3GNT4
1624	B3GNT5
1625	B3GNT6
1626	B3GNT7
1627	B3GNT8
1628	B3GNT9
1629	B3GNTL1
1630	B4GALNT1
1631	B4GALNT2
1632	B4GALNT3
1633	B4GALNT4
1634	B4GALT1
1635	B4GALT2
1636	B4GALT3
1637	B4GALT4
1638	B4GALT5
1639	B4GALT6
1640	B4GALT7
1641	B7H6
1642	B9D1
1643	B9D2
1644	BA345E19.2
1645	BAALC
1646	BAAT
1647	BAATP1
1648	BABAM1
1649	BACE1
1650	BACE2
1651	BACH1
1652	BACH2
1653	BAD
1654	BAG1
1655	BAG2
1656	BAG3
1657	BAG4
1658	BAG5
1659	BAG6
1660	BAGE
1661	BAGE2
1662	BAGE3
1663	BAGE4
1664	BAGE5
1665	BAHCC1
1666	BAHD1
1667	BAI1
1668	BAI2
1669	BAI3
1670	BAIAP2
1671	BAIAP2L1
1672	BAIAP2L2
1673	BAIAP3
1674	BAK1
1675	BAK1P1
1676	BAK1P2
1677	BAMBI
1678	BANF1
1679	BANF1P1
1680	BANF2
1681	BANK1
1682	BANP
1683	BAP1
1684	BARD1
1685	BARHL1
1686	BARHL2
1687	BARX1
1688	BARX2
1689	BASP1
1690	BASP1P1
1691	BATF
1692	BATF2
1693	BATF3
1694	BAX
1695	BAZ1A
1696	BAZ1B
1697	BAZ2A
1698	BAZ2B
1699	BBC3
1700	BBIP1
1701	BBOX1
1702	BBS1
1703	BBS10
1704	BBS12
1705	BBS2
1706	BBS4
1707	BBS5
1708	BBS7
1709	BBS9
1710	BBX
1711	BCAM
1712	BCAN
1713	BCAP29
1714	BCAP31
1715	BCAR1
1716	BCAR3
1717	BCAR4
1718	BCAS1
1719	BCAS2
1720	BCAS3
1721	BCAS4
1722	BCAT1
1723	BCAT2
1724	BCCIP
1725	BCDIN3D
1726	BCHE
1727	BCKDHA
1728	BCKDHB
1729	BCKDK
1730	BCL10
1731	BCL11A
1732	BCL11B
1733	BCL2
1734	BCL2A1
1735	BCL2L1
1736	BCL2L10
1737	BCL2L11
1738	BCL2L12
1739	BCL2L13
1740	BCL2L14
1741	BCL2L15
1742	BCL2L2
1743	BCL3
1744	BCL5
1745	BCL6
1746	BCL6B
1747	BCL7A
1748	BCL7B
1749	BCL7C
1750	BCL9
1751	BCL9L
1752	BCLAF1
1753	BCMO1
1754	BCO2
1755	BCOR
1756	BCORL1
1757	BCORP1
1758	BCPR
1759	BCR
1760	BCRP1
1761	BCRP2
1762	BCRP3
1763	BCRP4
1764	BCRP5
1765	BCRP6
1766	BCS1L
1767	BCYRN1
1768	BCYRN1P1
1769	BCYRN1P2
1770	BCYRN1P3
1771	BDA1B
1772	BDAG1
1773	BDET
1774	BDH1
1775	BDH2
1776	BDH2P1
1777	BDKRB1
1778	BDKRB2
1779	BDMF
1780	BDMR
1781	BDNF
1782	BDNF-AS1
1783	BDP1
1784	BDP1P
1785	BEAN1
1786	BECN1
1787	BECN1P1
1788	BEGAIN
1789	BEND2
1790	BEND3
1791	BEND4
1792	BEND5
1793	BEND6
1794	BEND7
1795	BEST1
1796	BEST2
1797	BEST3
1798	BEST4
1799	BET1
1800	BET1L
1801	BET3L
1802	BEX1
1803	BEX2
1804	BEX4
1805	BEX5
1806	BFAR
1807	BFHD
1808	BFIC
1809	BFIC2
1810	BFSP1
1811	BFSP2
1812	BGLAP
1813	BGN
1814	BHLHA15
1815	BHLHA9
1816	BHLHB9
1817	BHLHE22
1818	BHLHE23
1819	BHLHE40
1820	BHLHE41
1821	BHMT
1822	BHMT2
1823	BICC1
1824	BICD1
1825	BICD2
1826	BID
1827	BIK
1828	BIN1
1829	BIN2
1830	BIN3
1831	BIRC2
1832	BIRC3
1833	BIRC5
1834	BIRC6
1835	BIRC7
1836	BIRC8
1837	BIVM
1838	BK250D10.8
1839	BKMA1
1840	BLACE
1841	BLCAP
1842	BLID
1843	BLK
1844	BLM
1845	BLMH
1846	BLNK
1847	BLOC1S1
1848	BLOC1S2
1849	BLOC1S3
1850	BLVRA
1851	BLVRB
1852	BLZF1
1853	BLZF2P
1854	BMF
1855	BMI1
1856	BMIQ1
1857	BMIQ2
1858	BMIQ3
1859	BMIQ4
1860	BMIQ5
1861	BMND2
1862	BMND3
1863	BMND4
1864	BMND5
1865	BMP1
1866	BMP10
1867	BMP15
1868	BMP2
1869	BMP2K
1870	BMP2KL
1871	BMP3
1872	BMP4
1873	BMP5
1874	BMP6
1875	BMP6P1
1876	BMP7
1877	BMP8A
1878	BMP8B
1879	BMPER
1880	BMPR1A
1881	BMPR1APS1
1882	BMPR1B
1883	BMPR2
1884	BMS1
1885	BMS1P1
1886	BMS1P4
1887	BMS1P5
1888	BMX
1889	BNC1
1890	BNC2
1891	BNIP1
1892	BNIP2
1893	BNIP3
1894	BNIP3L
1895	BNIP3P1
1896	BNIPL
1897	BOC
1898	BOD1
1899	BOD1L
1900	BOD1P
1901	BOK
1902	BOLA1
1903	BOLA2
1904	BOLA2B
1905	BOLA3
1906	BOLL
1907	BOP1
1908	BORA
1909	BOS2
1910	BPA-1
1911	BPESC1
1912	BPGM
1913	BPHL
1914	BPI
1915	BPIFA1
1916	BPIFA2
1917	BPIFA3
1918	BPIFA4P
1919	BPIFB1
1920	BPIFB2
1921	BPIFB3
1922	BPIFB4
1923	BPIFB6
1924	BPIFC
1925	BPNT1
1926	BPPV
1927	BPTF
1928	BPY2
1929	BPY2B
1930	BPY2C
1931	BRAF
1932	BRAFP1
1933	BRAP
1934	BRAT1
1935	BRCA1
1936	BRCA1P1
1937	BRCA2
1938	BRCA3
1939	BRCATA
1940	BRCC3
1941	BRD1
1942	BRD2
1943	BRD3
1944	BRD4
1945	BRD7
1946	BRD7P1
1947	BRD7P2
1948	BRD7P3
1949	BRD8
1950	BRD9
1951	BRDT
1952	BRE
1953	BREA2
1954	BRF1
1955	BRF2
1956	BRI3
1957	BRI3BP
1958	BRI3P1
1959	BRI3P2
1960	BRINP2
1961	BRINP3
1962	BRIP1
1963	BRIX1
1964	BRK1
1965	BRKS
1966	BRMS1
1967	BRMS1L
1968	BROX
1969	BRP44
1970	BRP44L
1971	BRPF1
1972	BRPF3
1973	BRS3
1974	BRSK1
1975	BRSK2
1976	BRWD1
1977	BRWD1-IT2
1978	BRWD3
1979	BSCL2
1980	BSDC1
1981	BSG
1982	BSN
1983	BSN-AS2
1984	BSND
1985	BSPH1
1986	BSPRY
1987	BST1
1988	BST2
1989	BSX
1990	BTAF1
1991	BTBD1
1992	BTBD10
1993	BTBD11
1994	BTBD16
1995	BTBD17
1996	BTBD18
1997	BTBD19
1998	BTBD2
1999	BTBD3
2000	BTBD6
2001	BTBD7
2002	BTBD8
2003	BTBD9
2004	BTC
2005	BTD
2006	BTF3
2007	BTF3L4
2008	BTF3L4P2
2009	BTF3P1
2010	BTF3P11
2011	BTF3P12
2012	BTF3P13
2013	BTF3P16
2014	BTF3P2
2015	BTF3P3
2016	BTF3P5
2017	BTG1
2018	BTG2
2019	BTG3
2020	BTG4
2021	BTK
2022	BTLA
2023	BTN1A1
2024	BTN2A1
2025	BTN2A2
2026	BTN2A3P
2027	BTN3A1
2028	BTN3A2
2029	BTN3A3
2030	BTNL2
2031	BTNL3
2032	BTNL8
2033	BTNL9
2034	BTRC
2035	BUB1
2036	BUB1B
2037	BUB3
2038	BUD13
2039	BUD31
2040	BUTR1
2041	BVES
2042	BVR1
2043	BYSL
2044	BZRAP1
2045	BZW1
2046	BZW1P1
2047	BZW1P2
2048	BZW2
2049	BZX
2050	C10orf10
2051	C10orf103
2052	C10orf107
2053	C10orf108
2054	C10orf11
2055	C10orf112
2056	C10orf113
2057	C10orf114
2058	C10orf116
2059	C10orf118
2060	C10orf12
2061	C10orf120
2062	C10orf122
2063	C10orf125
2064	C10orf126
2065	C10orf128
2066	C10orf129
2067	C10orf136
2068	C10orf137
2069	C10orf140
2070	C10orf2
2071	C10orf25
2072	C10orf26
2073	C10orf27
2074	C10orf28
2075	C10orf31
2076	C10orf32
2077	C10orf35
2078	C10orf40
2079	C10orf46
2080	C10orf47
2081	C10orf52
2082	C10orf53
2083	C10orf54
2084	C10orf55
2085	C10orf57
2086	C10orf58
2087	C10orf62
2088	C10orf67
2089	C10orf68
2090	C10orf71
2091	C10orf76
2092	C10orf81
2093	C10orf82
2094	C10orf88
2095	C10orf90
2096	C10orf91
2097	C10orf92
2098	C10orf93
2099	C10orf95
2100	C10orf96
2101	C10orf99
2102	C11orf1
2103	C11orf10
2104	C11orf16
2105	C11orf2
2106	C11orf20
2107	C11orf21
2108	C11orf24
2109	C11orf30
2110	C11orf31
2111	C11orf34
2112	C11orf35
2113	C11orf36
2114	C11orf39
2115	C11orf40
2116	C11orf41
2117	C11orf42
2118	C11orf44
2119	C11orf45
2120	C11orf46
2121	C11orf48
2122	C11orf49
2123	C11orf51
2124	C11orf52
2125	C11orf53
2126	C11orf54
2127	C11orf55
2128	C11orf57
2129	C11orf58
2130	C11orf61
2131	C11orf63
2132	C11orf65
2133	C11orf67
2134	C11orf68
2135	C11orf70
2136	C11orf71
2137	C11orf72
2138	C11orf73
2139	C11orf74
2140	C11orf75
2141	C11orf80
2142	C11orf82
2143	C11orf83
2144	C11orf84
2145	C11orf85
2146	C11orf86
2147	C11orf87
2148	C11orf88
2149	C11orf89
2150	C11orf9
2151	C11orf91
2152	C11orf92
2153	C11orf93
2154	C11orf94
2155	C11orf95
2156	C11orf96
2157	C12orf10
2158	C12orf11
2159	C12orf12
2160	C12orf23
2161	C12orf24
2162	C12orf26
2163	C12orf28
2164	C12orf29
2165	C12orf32
2166	C12orf33
2167	C12orf34
2168	C12orf35
2169	C12orf36
2170	C12orf37
2171	C12orf39
2172	C12orf4
2173	C12orf40
2174	C12orf41
2175	C12orf42
2176	C12orf43
2177	C12orf44
2178	C12orf45
2179	C12orf47
2180	C12orf48
2181	C12orf49
2182	C12orf5
2183	C12orf50
2184	C12orf51
2185	C12orf52
2186	C12orf53
2187	C12orf54
2188	C12orf55
2189	C12orf56
2190	C12orf57
2191	C12orf59
2192	C12orf60
2193	C12orf61
2194	C12orf62
2195	C12orf63
2196	C12orf65
2197	C12orf66
2198	C12orf68
2199	C12orf69
2200	C12orf70
2201	C12orf71
2202	C12orf73
2203	C12orf74
2204	C12orf75
2205	C12orf76
2206	C12orf77
2207	C12orf9
2208	C13orf15
2209	C13orf16
2210	C13orf26
2211	C13orf27
2212	C13orf30
2213	C13orf33
2214	C13orf35
2215	C13orf41
2216	C13orf44
2217	C13orf44-AS1
2218	C14orf1
2219	C14orf101
2220	C14orf102
2221	C14orf105
2222	C14orf109
2223	C14orf113
2224	C14orf118
2225	C14orf119
2226	C14orf126
2227	C14orf129
2228	C14orf132
2229	C14orf133
2230	C14orf135
2231	C14orf142
2232	C14orf149
2233	C14orf157
2234	C14orf159
2235	C14orf162
2236	C14orf165
2237	C14orf166
2238	C14orf166B
2239	C14orf167
2240	C14orf169
2241	C14orf176
2242	C14orf177
2243	C14orf178
2244	C14orf180
2245	C14orf181
2246	C14orf182
2247	C14orf183
2248	C14orf184
2249	C14orf19
2250	C14orf2
2251	C14orf21
2252	C14orf23
2253	C14orf28
2254	C14orf33
2255	C14orf34
2256	C14orf37
2257	C14orf38
2258	C14orf39
2259	C14orf43
2260	C14orf45
2261	C14orf49
2262	C14orf56
2263	C14orf64
2264	C14orf79
2265	C14orf80
2266	C14orf81
2267	C14orf82
2268	C14orf91
2269	C14orf93
2270	C15orf17
2271	C15orf2
2272	C15orf23
2273	C15orf24
2274	C15orf26
2275	C15orf27
2276	C15orf29
2277	C15orf31
2278	C15orf32
2279	C15orf33
2280	C15orf34
2281	C15orf37
2282	C15orf38
2283	C15orf39
2284	C15orf40
2285	C15orf41
2286	C15orf42
2287	C15orf43
2288	C15orf44
2289	C15orf48
2290	C15orf5
2291	C15orf50
2292	C15orf52
2293	C15orf53
2294	C15orf54
2295	C15orf55
2296	C15orf56
2297	C15orf57
2298	C15orf58
2299	C15orf59
2300	C15orf60
2301	C15orf61
2302	C15orf62
2303	C15orf63
2304	C16orf11
2305	C16orf13
2306	C16orf3
2307	C16orf42
2308	C16orf45
2309	C16orf46
2310	C16orf47
2311	C16orf48
2312	C16orf5
2313	C16orf52
2314	C16orf53
2315	C16orf54
2316	C16orf55
2317	C16orf57
2318	C16orf58
2319	C16orf59
2320	C16orf61
2321	C16orf62
2322	C16orf7
2323	C16orf70
2324	C16orf71
2325	C16orf72
2326	C16orf73
2327	C16orf74
2328	C16orf78
2329	C16orf79
2330	C16orf80
2331	C16orf82
2332	C16orf85
2333	C16orf86
2334	C16orf87
2335	C16orf88
2336	C16orf89
2337	C16orf90
2338	C16orf91
2339	C16orf92
2340	C16orf93
2341	C16orf95
2342	C16orf96
2343	C17orf100
2344	C17orf101
2345	C17orf102
2346	C17orf103
2347	C17orf104
2348	C17orf105
2349	C17orf107
2350	C17orf108
2351	C17orf109
2352	C17orf110
2353	C17orf28
2354	C17orf39
2355	C17orf42
2356	C17orf46
2357	C17orf47
2358	C17orf48
2359	C17orf49
2360	C17orf50
2361	C17orf51
2362	C17orf53
2363	C17orf56
2364	C17orf57
2365	C17orf58
2366	C17orf59
2367	C17orf61
2368	C17orf62
2369	C17orf63
2370	C17orf64
2371	C17orf65
2372	C17orf66
2373	C17orf67
2374	C17orf69
2375	C17orf70
2376	C17orf72
2377	C17orf74
2378	C17orf75
2379	C17orf76
2380	C17orf76-AS1
2381	C17orf77
2382	C17orf78
2383	C17orf79
2384	C17orf80
2385	C17orf81
2386	C17orf82
2387	C17orf85
2388	C17orf87
2389	C17orf88
2390	C17orf89
2391	C17orf90
2392	C17orf96
2393	C17orf97
2394	C17orf98
2395	C17orf99
2396	C18orf1
2397	C18orf10
2398	C18orf12
2399	C18orf15
2400	C18orf18
2401	C18orf19
2402	C18orf21
2403	C18orf25
2404	C18orf26
2405	C18orf32
2406	C18orf34
2407	C18orf42
2408	C18orf45
2409	C18orf49
2410	C18orf54
2411	C18orf55
2412	C18orf56
2413	C18orf57
2414	C18orf62
2415	C18orf63
2416	C18orf8
2417	C19orf10
2418	C19orf12
2419	C19orf18
2420	C19orf2
2421	C19orf20
2422	C19orf21
2423	C19orf22
2424	C19orf23
2425	C19orf24
2426	C19orf25
2427	C19orf26
2428	C19orf28
2429	C19orf29
2430	C19orf33
2431	C19orf34
2432	C19orf35
2433	C19orf38
2434	C19orf39
2435	C19orf40
2436	C19orf42
2437	C19orf43
2438	C19orf44
2439	C19orf45
2440	C19orf46
2441	C19orf47
2442	C19orf48
2443	C19orf50
2444	C19orf51
2445	C19orf52
2446	C19orf53
2447	C19orf54
2448	C19orf55
2449	C19orf56
2450	C19orf57
2451	C19orf59
2452	C19orf6
2453	C19orf60
2454	C19orf63
2455	C19orf66
2456	C19orf67
2457	C19orf68
2458	C19orf69
2459	C19orf70
2460	C19orf71
2461	C19orf73
2462	C19orf75
2463	C19orf76
2464	C19orf77
2465	C19orf79
2466	C19orf80
2467	C19orf81
2468	C1D
2469	C1DP1
2470	C1DP2
2471	C1DP3
2472	C1DP4
2473	C1GALT1
2474	C1GALT1C1
2475	C1QA
2476	C1QB
2477	C1QBP
2478	C1QBPP
2479	C1QC
2480	C1QL1
2481	C1QL2
2482	C1QL3
2483	C1QL4
2484	C1QTNF1
2485	C1QTNF2
2486	C1QTNF3
2487	C1QTNF4
2488	C1QTNF5
2489	C1QTNF6
2490	C1QTNF7
2491	C1QTNF8
2492	C1QTNF9
2493	C1QTNF9B
2494	C1QTNF9B-AS1
2495	C1R
2496	C1RL
2497	C1S
2498	C1orf100
2499	C1orf101
2500	C1orf105
2501	C1orf106
2502	C1orf109
2503	C1orf110
2504	C1orf111
2505	C1orf112
2506	C1orf114
2507	C1orf115
2508	C1orf116
2509	C1orf122
2510	C1orf123
2511	C1orf124
2512	C1orf126
2513	C1orf127
2514	C1orf129
2515	C1orf130
2516	C1orf131
2517	C1orf132
2518	C1orf133
2519	C1orf134
2520	C1orf135
2521	C1orf140
2522	C1orf141
2523	C1orf144
2524	C1orf145
2525	C1orf146
2526	C1orf148
2527	C1orf150
2528	C1orf158
2529	C1orf159
2530	C1orf162
2531	C1orf167
2532	C1orf168
2533	C1orf170
2534	C1orf172
2535	C1orf173
2536	C1orf174
2537	C1orf177
2538	C1orf180
2539	C1orf182
2540	C1orf183
2541	C1orf185
2542	C1orf186
2543	C1orf187
2544	C1orf189
2545	C1orf190
2546	C1orf191
2547	C1orf192
2548	C1orf194
2549	C1orf196
2550	C1orf198
2551	C1orf20
2552	C1orf200
2553	C1orf201
2554	C1orf204
2555	C1orf21
2556	C1orf210
2557	C1orf212
2558	C1orf213
2559	C1orf216
2560	C1orf220
2561	C1orf222
2562	C1orf226
2563	C1orf227
2564	C1orf228
2565	C1orf229
2566	C1orf27
2567	C1orf31
2568	C1orf35
2569	C1orf38
2570	C1orf43
2571	C1orf49
2572	C1orf50
2573	C1orf51
2574	C1orf52
2575	C1orf53
2576	C1orf54
2577	C1orf55
2578	C1orf56
2579	C1orf61
2580	C1orf63
2581	C1orf64
2582	C1orf65
2583	C1orf68
2584	C1orf70
2585	C1orf74
2586	C1orf81
2587	C1orf85
2588	C1orf86
2589	C1orf87
2590	C1orf88
2591	C1orf9
2592	C1orf93
2593	C1orf94
2594	C1orf95
2595	C1orf96
2596	C2
2597	C20orf103
2598	C20orf106
2599	C20orf107
2600	C20orf108
2601	C20orf11
2602	C20orf111
2603	C20orf112
2604	C20orf118
2605	C20orf123
2606	C20orf132
2607	C20orf134
2608	C20orf141
2609	C20orf144
2610	C20orf151
2611	C20orf152
2612	C20orf160
2613	C20orf165
2614	C20orf166
2615	C20orf166-AS1
2616	C20orf173
2617	C20orf177
2618	C20orf181
2619	C20orf187
2620	C20orf194
2621	C20orf195
2622	C20orf196
2623	C20orf197
2624	C20orf20
2625	C20orf201
2626	C20orf202
2627	C20orf203
2628	C20orf24
2629	C20orf26
2630	C20orf27
2631	C20orf29
2632	C20orf3
2633	C20orf30
2634	C20orf4
2635	C20orf43
2636	C20orf46
2637	C20orf54
2638	C20orf57
2639	C20orf61
2640	C20orf62
2641	C20orf66
2642	C20orf7
2643	C20orf72
2644	C20orf79
2645	C20orf85
2646	C20orf94
2647	C20orf96
2648	C21orf104
2649	C21orf116
2650	C21orf119
2651	C21orf126
2652	C21orf128
2653	C21orf15
2654	C21orf2
2655	C21orf30
2656	C21orf33
2657	C21orf37
2658	C21orf54
2659	C21orf56
2660	C21orf58
2661	C21orf59
2662	C21orf62
2663	C21orf63
2664	C21orf67
2665	C21orf7
2666	C21orf71
2667	C21orf81
2668	C21orf88
2669	C21orf90
2670	C21orf91
2671	C21orf91-OT1
2672	C21orf96
2673	C22orf13
2674	C22orf15
2675	C22orf23
2676	C22orf24
2677	C22orf25
2678	C22orf26
2679	C22orf28
2680	C22orf29
2681	C22orf31
2682	C22orf32
2683	C22orf33
2684	C22orf34
2685	C22orf36
2686	C22orf37
2687	C22orf39
2688	C22orf40
2689	C22orf42
2690	C22orf43
2691	C22orf45
2692	C22orf46
2693	C2CD2
2694	C2CD2L
2695	C2CD3
2696	C2CD4A
2697	C2CD4B
2698	C2CD4C
2699	C2CD4D
2700	C2orf15
2701	C2orf16
2702	C2orf18
2703	C2orf19
2704	C2orf27A
2705	C2orf27B
2706	C2orf28
2707	C2orf29
2708	C2orf3
2709	C2orf40
2710	C2orf42
2711	C2orf43
2712	C2orf44
2713	C2orf47
2714	C2orf49
2715	C2orf50
2716	C2orf51
2717	C2orf53
2718	C2orf54
2719	C2orf55
2720	C2orf56
2721	C2orf57
2722	C2orf61
2723	C2orf62
2724	C2orf63
2725	C2orf65
2726	C2orf66
2727	C2orf67
2728	C2orf68
2729	C2orf69
2730	C2orf70
2731	C2orf71
2732	C2orf72
2733	C2orf73
2734	C2orf74
2735	C2orf76
2736	C2orf77
2737	C2orf78
2738	C2orf80
2739	C2orf81
2740	C2orf82
2741	C2orf83
2742	C2orf84
2743	C2orf85
2744	C2orf88
2745	C2orf89
2746	C2orf90
2747	C3
2748	C3AR1
2749	C3CER1
2750	C3P1
2751	C3orf14
2752	C3orf15
2753	C3orf17
2754	C3orf18
2755	C3orf19
2756	C3orf20
2757	C3orf22
2758	C3orf23
2759	C3orf24
2760	C3orf25
2761	C3orf26
2762	C3orf27
2763	C3orf30
2764	C3orf32
2765	C3orf33
2766	C3orf35
2767	C3orf36
2768	C3orf37
2769	C3orf38
2770	C3orf39
2771	C3orf43
2772	C3orf45
2773	C3orf49
2774	C3orf51
2775	C3orf52
2776	C3orf54
2777	C3orf55
2778	C3orf56
2779	C3orf58
2780	C3orf62
2781	C3orf64
2782	C3orf65
2783	C3orf67
2784	C3orf70
2785	C3orf71
2786	C3orf72
2787	C3orf75
2788	C3orf77
2789	C3orf78
2790	C3orf79
2791	C3orf80
2792	C4A
2793	C4B
2794	C4BPA
2795	C4BPAP1
2796	C4BPAP2
2797	C4BPB
2798	C4orf10
2799	C4orf17
2800	C4orf19
2801	C4orf21
2802	C4orf22
2803	C4orf26
2804	C4orf27
2805	C4orf29
2806	C4orf3
2807	C4orf32
2808	C4orf33
2809	C4orf34
2810	C4orf36
2811	C4orf37
2812	C4orf38
2813	C4orf39
2814	C4orf40
2815	C4orf41
2816	C4orf42
2817	C4orf43
2818	C4orf44
2819	C4orf45
2820	C4orf46
2821	C4orf47
2822	C4orf48
2823	C4orf49
2824	C4orf50
2825	C4orf51
2826	C4orf52
2827	C4orf6
2828	C4orf7
2829	C5
2830	C5AR1
2831	C5orf13
2832	C5orf15
2833	C5orf20
2834	C5orf22
2835	C5orf24
2836	C5orf25
2837	C5orf27
2838	C5orf28
2839	C5orf30
2840	C5orf32
2841	C5orf34
2842	C5orf35
2843	C5orf38
2844	C5orf39
2845	C5orf4
2846	C5orf41
2847	C5orf42
2848	C5orf43
2849	C5orf44
2850	C5orf45
2851	C5orf46
2852	C5orf47
2853	C5orf48
2854	C5orf49
2855	C5orf50
2856	C5orf51
2857	C5orf52
2858	C5orf54
2859	C5orf55
2860	C5orf56
2861	C5orf58
2862	C5orf60
2863	C5orf62
2864	C5orf63
2865	C5orf64
2866	C5orf65
2867	C6
2868	C6orf1
2869	C6orf10
2870	C6orf100
2871	C6orf103
2872	C6orf105
2873	C6orf106
2874	C6orf108
2875	C6orf112
2876	C6orf115
2877	C6orf118
2878	C6orf120
2879	C6orf123
2880	C6orf124
2881	C6orf125
2882	C6orf126
2883	C6orf127
2884	C6orf130
2885	C6orf132
2886	C6orf136
2887	C6orf138
2888	C6orf141
2889	C6orf145
2890	C6orf146
2891	C6orf147
2892	C6orf15
2893	C6orf154
2894	C6orf162
2895	C6orf163
2896	C6orf164
2897	C6orf165
2898	C6orf168
2899	C6orf170
2900	C6orf174
2901	C6orf186
2902	C6orf191
2903	C6orf192
2904	C6orf195
2905	C6orf201
2906	C6orf203
2907	C6orf204
2908	C6orf208
2909	C6orf211
2910	C6orf218
2911	C6orf221
2912	C6orf222
2913	C6orf223
2914	C6orf225
2915	C6orf226
2916	C6orf228
2917	C6orf25
2918	C6orf26
2919	C6orf27
2920	C6orf35
2921	C6orf47
2922	C6orf48
2923	C6orf50
2924	C6orf52
2925	C6orf57
2926	C6orf58
2927	C6orf62
2928	C6orf64
2929	C6orf70
2930	C6orf72
2931	C6orf81
2932	C6orf89
2933	C6orf94
2934	C6orf97
2935	C6orf99
2936	C7
2937	C7orf10
2938	C7orf11
2939	C7orf13
2940	C7orf23
2941	C7orf25
2942	C7orf26
2943	C7orf28B
2944	C7orf29
2945	C7orf30
2946	C7orf31
2947	C7orf33
2948	C7orf34
2949	C7orf36
2950	C7orf40
2951	C7orf41
2952	C7orf42
2953	C7orf43
2954	C7orf44
2955	C7orf45
2956	C7orf46
2957	C7orf49
2958	C7orf50
2959	C7orf51
2960	C7orf52
2961	C7orf53
2962	C7orf54
2963	C7orf55
2964	C7orf57
2965	C7orf58
2966	C7orf59
2967	C7orf60
2968	C7orf61
2969	C7orf62
2970	C7orf63
2971	C7orf64
2972	C7orf65
2973	C7orf66
2974	C7orf68
2975	C7orf69
2976	C7orf70
2977	C7orf71
2978	C7orf72
2979	C7orf73
2980	C7orf74
2981	C8A
2982	C8B
2983	C8G
2984	C8orf12
2985	C8orf16
2986	C8orf17
2987	C8orf22
2988	C8orf31
2989	C8orf33
2990	C8orf34
2991	C8orf37
2992	C8orf38
2993	C8orf39
2994	C8orf4
2995	C8orf40
2996	C8orf42
2997	C8orf44
2998	C8orf44-SGK3
2999	C8orf45
3000	C8orf46
3001	C8orf47
3002	C8orf48
3003	C8orf49
3004	C8orf50
3005	C8orf51
3006	C8orf55
3007	C8orf56
3008	C8orf58
3009	C8orf59
3010	C8orf60
3011	C8orf66
3012	C8orf68
3013	C8orf71
3014	C8orf73
3015	C8orf74
3016	C8orf75
3017	C8orf76
3018	C8orf77
3019	C8orf80
3020	C8orf82
3021	C8orf83
3022	C8orf84
3023	C8orf85
3024	C8orf86
3025	C9
3026	C9orf100
3027	C9orf102
3028	C9orf103
3029	C9orf106
3030	C9orf107
3031	C9orf11
3032	C9orf114
3033	C9orf116
3034	C9orf117
3035	C9orf123
3036	C9orf125
3037	C9orf128
3038	C9orf131
3039	C9orf135
3040	C9orf139
3041	C9orf140
3042	C9orf141
3043	C9orf142
3044	C9orf148
3045	C9orf150
3046	C9orf152
3047	C9orf153
3048	C9orf156
3049	C9orf16
3050	C9orf163
3051	C9orf167
3052	C9orf169
3053	C9orf170
3054	C9orf171
3055	C9orf172
3056	C9orf173
3057	C9orf174
3058	C9orf21
3059	C9orf23
3060	C9orf24
3061	C9orf25
3062	C9orf3
3063	C9orf30
3064	C9orf31
3065	C9orf37
3066	C9orf38
3067	C9orf4
3068	C9orf40
3069	C9orf41
3070	C9orf43
3071	C9orf46
3072	C9orf47
3073	C9orf5
3074	C9orf50
3075	C9orf51
3076	C9orf53
3077	C9orf62
3078	C9orf64
3079	C9orf66
3080	C9orf68
3081	C9orf69
3082	C9orf7
3083	C9orf71
3084	C9orf72
3085	C9orf78
3086	C9orf79
3087	C9orf80
3088	C9orf82
3089	C9orf84
3090	C9orf85
3091	C9orf86
3092	C9orf89
3093	C9orf9
3094	C9orf91
3095	C9orf93
3096	C9orf95
3097	C9orf96
3098	CA1
3099	CA10
3100	CA11
3101	CA12
3102	CA13
3103	CA14
3104	CA2
3105	CA3
3106	CA4
3107	CA5A
3108	CA5B
3109	CA5BP1
3110	CA5P
3111	CA6
3112	CA7
3113	CA8
3114	CA9
3115	CAB39
3116	CAB39L
3117	CABIN1
3118	CABLES1
3119	CABLES2
3120	CABP1
3121	CABP2
3122	CABP4
3123	CABP5
3124	CABP7
3125	CABS1
3126	CABYR
3127	CABYRP1
3128	CACD
3129	CACHD1
3130	CACNA1A
